entity_1,relation,entity_2
一种盲孔类零件强化喷丸的喷枪及其喷丸方法,keywords,阻尼器
一种结合车辆运动数据的车载影院控制方法,keywords,阻尼器
中国第一汽车股份有限公司,applied_for,车辆的数据处理方法
中国第一汽车股份有限公司,applied_for,一种轮毂电机及车辆
中国第一汽车股份有限公司,applied_for,线束保护结构及车辆
一种电动车电池组紧急分离系统与方法、设备以及存储介质,keywords,智能驾驶模块
一种电动车电池组紧急分离系统与方法、设备以及存储介质,keywords,阻尼器
一种汽车零件焊接装置,keywords,本发明通过夹持组件
一种锁止装置和汽车,keywords,安装杆
一种锁止装置和汽车,keywords,阻尼器
一种基于元宇宙的电池SOC管理系统、方法及动力电池,keywords,校正退出模块
一种基于元宇宙的电池SOC管理系统、方法及动力电池,keywords,映射真值模块
一种基于元宇宙的电池SOC管理系统、方法及动力电池,keywords,校正算法模块
一种基于元宇宙的电池SOC管理系统、方法及动力电池,keywords,方法及动力电池
文本分类方法、装置、电子设备及存储介质,keywords,电子设备及存储介质
文本分类方法、装置、电子设备及存储介质,keywords,装置
文本分类方法、装置、电子设备及存储介质,keywords,该方法包括
混合动力汽车串并联驱动模式切换的控制方法及控制装置,keywords,生成控制策略集
混合动力汽车串并联驱动模式切换的控制方法及控制装置,keywords,该方法包括以下步骤
线束保护结构及车辆,keywords,阻尼器
一种电动车基于工况的仿真预测方法,keywords,s1
一种电动车基于工况的仿真预测方法,keywords,s2
一种电动车基于工况的仿真预测方法,keywords,s3
一种电动车基于工况的仿真预测方法,keywords,s4
一种基于对话预测的人机交互方法以及装置,keywords,阻尼器
车辆的数据处理方法,keywords,该方法包括
车辆的数据处理方法,keywords,阻尼器
灯光预警方法、预警灯组件、汽车及存储介质,keywords,灯光预警方法包括
灯光预警方法、预警灯组件、汽车及存储介质,keywords,汽车及存储介质
灯光预警方法、预警灯组件、汽车及存储介质,keywords,阻尼器
一种汽车鹅颈式行李箱铰链的装配机,keywords,第二衬套装配机构
一种汽车鹅颈式行李箱铰链的装配机,keywords,提升装配质量和效率
一种汽车鹅颈式行李箱铰链的装配机,keywords,阻尼器
一种基于Funnel区域的毫米波雷达有效目标物识别控制策略,keywords,用于划分目标物类型
一种基于Funnel区域的毫米波雷达有效目标物识别控制策略,keywords,阻尼器
电池单元、电池包及车辆,keywords,电池包及车辆
电池单元、电池包及车辆,keywords,电池包包括电池单元
车辆尾翼及车辆,keywords,上述方案
一种汽车踏板性能测试装置,keywords,检测踏板的承载能力
一种汽车踏板性能测试装置,keywords,检测座下侧设有压块
一种汽车踏板性能测试装置,keywords,摆动架
一种汽车踏板性能测试装置,keywords,滑轨及装载台
一种汽车踏板性能测试装置,keywords,测试台
扰流翼的固定装置、扰流翼组件及车辆,keywords,由此
扰流翼的固定装置、扰流翼组件及车辆,keywords,阻尼器
